category,time,value
A,0.0,0.4656960769494892
A,0.0,0.4488603737790404
A,0.0,0.4710956592262196
A,0.0,0.5088584049436566
A,0.0,0.4834520873297808
A,0.0,0.4903646807869161
A,0.0,0.512913665617806
A,0.0,0.4780146931848063
A,0.0,0.48668184232583006
A,0.0,0.5110906040103835
A,0.0,0.467277015262048
A,0.0,0.45685269706346926
A,0.0,0.5118907209733092
A,0.0,0.47064080235770067
A,0.0,0.519125204356957
A,0.0,0.4591176199833251
A,0.0,0.46998282434912025
A,0.0,0.45566757549900216
A,0.0,0.4629630533737624
A,0.0,0.5025329384358893
A,0.0,0.4683224038275776
A,0.0,0.46031085818554857
A,0.0,0.4863876139716405
A,0.0,0.46849114038366874
A,0.0,0.5070079150996486
A,0.0,0.4882618048278077
A,0.0,0.549441981757066
A,0.0,0.4870913216730063
A,0.0,0.49776848879821195
A,0.0,0.46338880627591406
A,0.0,0.49098752922950034
A,0.0,0.4660788455467197
A,0.0,0.4734041448819233
A,0.0,0.4597115897451046
A,0.0,0.4841898351696801
A,0.0,0.4537285231432501
A,0.0,0.4679416127370057
A,0.0,0.5124095524691678
A,0.0,0.4675843116696562
A,0.0,0.46759954880580556
A,0.0,0.46598703850838946
A,0.0,0.46557948531850274
A,0.0045662100456621,0.46709239570704036
A,0.0045662100456621,0.4507250320574714
A,0.0045662100456621,0.4733814490430517
A,0.0045662100456621,0.5118437496198278
A,0.0045662100456621,0.48530841832092414
A,0.0045662100456621,0.4919495640179529
A,0.0045662100456621,0.5191928749741636
A,0.0045662100456621,0.47878215757226833
A,0.0045662100456621,0.48937381947082564
A,0.0045662100456621,0.5146963488447419
A,0.0045662100456621,0.47005239696334444
A,0.0045662100456621,0.4603403290745627
A,0.0045662100456621,0.5180325601738421
A,0.0045662100456621,0.4722968349480565
A,0.0045662100456621,0.5241104974954096
A,0.0045662100456621,0.46091860087037395
A,0.0045662100456621,0.47178553337572227
A,0.0045662100456621,0.4565642679284835
A,0.0045662100456621,0.46612292760092344
A,0.0045662100456621,0.5064234728800776
A,0.0045662100456621,0.46999699609399465
A,0.0045662100456621,0.4613149972171424
A,0.0045662100456621,0.49158452845080086
A,0.0045662100456621,0.47208322921012147
A,0.0045662100456621,0.5122211887027203
A,0.0045662100456621,0.49171273778188873
A,0.0045662100456621,0.5602486862515093
A,0.0045662100456621,0.4909725680661746
A,0.0045662100456621,0.4998113850661362
A,0.0045662100456621,0.4647682333440886
A,0.0045662100456621,0.49508432639346905
A,0.0045662100456621,0.46813813812949207
A,0.0045662100456621,0.4746503083773939
A,0.0045662100456621,0.46398757073584473
A,0.0045662100456621,0.4895505911755582
A,0.0045662100456621,0.4552593079546219
A,0.0045662100456621,0.4713962433392117
A,0.0045662100456621,0.5168631067291448
A,0.0045662100456621,0.47144840300281166
A,0.0045662100456621,0.46770851425965654
A,0.0045662100456621,0.4699457386574686
A,0.0045662100456621,0.4656446238892963
A,0.0091324200913242,0.46823140220031423
A,0.0091324200913242,0.4527704450761471
A,0.0091324200913242,0.47556920997552843
A,0.0091324200913242,0.5141656571074366
A,0.0091324200913242,0.4870880660539484
A,0.0091324200913242,0.4933657064365235
A,0.0091324200913242,0.5253399464833627
A,0.0091324200913242,0.47949955841960756
A,0.0091324200913242,0.4919948087322818
A,0.0091324200913242,0.5174862846544882
A,0.0091324200913242,0.4729710151995758
A,0.0091324200913242,0.4645376028851576
A,0.0091324200913242,0.5240602084246893
A,0.0091324200913242,0.47417109230226756
A,0.0091324200913242,0.5283789706813297
A,0.0091324200913242,0.4628587994712904
A,0.0091324200913242,0.47352468836749617
A,0.0091324200913242,0.4574813935420041
A,0.0091324200913242,0.46954140784659515
A,0.0091324200913242,0.5097436682058989
A,0.0091324200913242,0.4714733797047084
A,0.0091324200913242,0.46231292676562447
A,0.0091324200913242,0.4966180496148019
A,0.0091324200913242,0.4761462479677385
A,0.0091324200913242,0.5174583949947651
A,0.0091324200913242,0.49496893654934904
A,0.0091324200913242,0.570708015258365
A,0.0091324200913242,0.4946201799739482
A,0.0091324200913242,0.5013064033369967
A,0.0091324200913242,0.466302477671797
A,0.0091324200913242,0.4987978595575191
A,0.0091324200913242,0.47031034895140933
A,0.0091324200913242,0.47607418532458645
A,0.0091324200913242,0.4685567702180806
A,0.0091324200913242,0.49515710512401495
A,0.0091324200913242,0.45693001889723206
A,0.0091324200913242,0.47527848383449517
A,0.0091324200913242,0.5205642521254878
A,0.0091324200913242,0.47555419631721446
A,0.0091324200913242,0.467771279778564
A,0.0091324200913242,0.4740179590304345
A,0.0091324200913242,0.46570042646323717
A,0.0136986301369863,0.46912787980602844
A,0.0136986301369863,0.4550067850382333
A,0.0136986301369863,0.4775669910081973
A,0.0136986301369863,0.5158417852866701
A,0.0136986301369863,0.48899489448441513
A,0.0136986301369863,0.49466885863904997
A,0.0136986301369863,0.5312266923745643
A,0.0136986301369863,0.48029599890865515
A,0.0136986301369863,0.49460221683983613
A,0.0136986301369863,0.5194617993190783
A,0.0136986301369863,0.4759982596893229
A,0.0136986301369863,0.4694989260054998
A,0.0136986301369863,0.5300127280551546
A,0.0136986301369863,0.4762510143626305
A,0.0136986301369863,0.5319134164575431
A,0.0136986301369863,0.46494172726472244
A,0.0136986301369863,0.4752495385153718
A,0.0136986301369863,0.4584819950723797
A,0.0136986301369863,0.473198099883834
A,0.0136986301369863,0.5124997044730005
A,0.0136986301369863,0.47275655188906396
A,0.0136986301369863,0.4633141720486151
A,0.0136986301369863,0.5014328745089435
A,0.0136986301369863,0.48064380523328987
A,0.0136986301369863,0.522609550547728
A,0.0136986301369863,0.4980256132175039
A,0.0136986301369863,0.5806345726122988
A,0.0136986301369863,0.4977807329555055
A,0.0136986301369863,0.5022665903274075
A,0.0136986301369863,0.4679874546365337
A,0.0136986301369863,0.5021420754018865
A,0.0136986301369863,0.4726918511914748
A,0.0136986301369863,0.47768115881301043
A,0.0136986301369863,0.47323486054731567
A,0.0136986301369863,0.5009239219083038
A,0.0136986301369863,0.45868774005379837
A,0.0136986301369863,0.47960925101894736
A,0.0136986301369863,0.5234408845112222
A,0.0136986301369863,0.47997191496912917
A,0.0136986301369863,0.46789621206265747
A,0.0136986301369863,0.47813233686392154
A,0.0136986301369863,0.46582669488652356
A,0.0182648401826484,0.46982561837996384
A,0.0182648401826484,0.45742816431868505
A,0.0182648401826484,0.47932851825837647
A,0.0182648401826484,0.5168874141331792
A,0.0182648401826484,0.49111733333259594
A,0.0182648401826484,0.49587910147254
A,0.0182648401826484,0.5366272026891783
A,0.0182648401826484,0.48118792643082803
A,0.0182648401826484,0.49721392672489223
A,0.0182648401826484,0.5205846066201985
A,0.0182648401826484,0.4793197458325668
A,0.0182648401826484,0.475301135328302
A,0.0182648401826484,0.5358832463442009
A,0.0182648401826484,0.4785368720863428
A,0.0182648401826484,0.5346109048866478
A,0.0182648401826484,0.46717662262583454
A,0.0182648401826484,0.4770099471689659
A,0.0182648401826484,0.4596837591327643
A,0.0182648401826484,0.4770386117074716
A,0.0182648401826484,0.51472895885197
A,0.0182648401826484,0.4739449857104764
A,0.0182648401826484,0.46438959234095556
A,0.0182648401826484,0.5060667142894835
A,0.0182648401826484,0.4855558032257155
A,0.0182648401826484,0.5276987033665073
A,0.0182648401826484,0.5008678438480183
A,0.0182648401826484,0.5897734249565811
A,0.0182648401826484,0.5002805054128813
A,0.0182648401826484,0.5027219996278425
A,0.0182648401826484,0.46983830785072084
A,0.0182648401826484,0.5051823636098445
A,0.0182648401826484,0.4752972375251238
A,0.0182648401826484,0.47949671170169916
A,0.0182648401826484,0.47794790899537937
A,0.0182648401826484,0.5067805486397816
A,0.0182648401826484,0.46051729702565236
A,0.0182648401826484,0.48436531119885207
A,0.0182648401826484,0.5253705515920624
A,0.0182648401826484,0.48467937971404706
A,0.0182648401826484,0.46818587318160315
A,0.0182648401826484,0.48226140397973905
A,0.0182648401826484,0.46609528668555
A,0.0228310502283105,0.47041706391391436
A,0.0228310502283105,0.4600264674908888
A,0.0228310502283105,0.480919312607396
A,0.0228310502283105,0.517301002242231
A,0.0228310502283105,0.4934841912059966
A,0.0228310502283105,0.49704567178099845
A,0.0228310502283105,0.5413690963491604
A,0.0228310502283105,0.4821731471292688
